Attaching to radarcphadoopstack_radar-hdfs-connector_1
[36mradar-hdfs-connector_1     |[0m 
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,108] INFO (Re-)joining group connect-radar-hdfs-sink-android-15000 (org.apache.kafka.clients.consumer.internals.AbstractCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,164] INFO (Re-)joining group connect-radar-hdfs-sink-android-15000 (org.apache.kafka.clients.consumer.internals.AbstractCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,242] INFO Successfully joined group connect-radar-hdfs-sink-android-15000 with generation 2 (org.apache.kafka.clients.consumer.internals.AbstractCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,243] INFO Successfully joined group connect-radar-hdfs-sink-android-15000 with generation 2 (org.apache.kafka.clients.consumer.internals.AbstractCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,244] INFO Successfully joined group connect-radar-hdfs-sink-android-15000 with generation 2 (org.apache.kafka.clients.consumer.internals.AbstractCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,245] INFO Setting newly assigned partitions [android_empatica_e4_blood_volume_pulse-0, android_empatica_e4_sensor_status-0, android_empatica_e4_temperature-0, android_empatica_e4_acceleration-0, android_empatica_e4_electrodermal_activity-0, android_empatica_e4_inter_beat_interval-0, android_empatica_e4_battery_level-0] for group connect-radar-hdfs-sink-android-15000 (org.apache.kafka.clients.consumer.internals.ConsumerCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,245] INFO Setting newly assigned partitions [android_empatica_e4_sensor_status-2, android_empatica_e4_blood_volume_pulse-2, android_empatica_e4_acceleration-2, android_empatica_e4_electrodermal_activity-2, android_empatica_e4_temperature-2, android_empatica_e4_inter_beat_interval-2, android_empatica_e4_battery_level-2] for group connect-radar-hdfs-sink-android-15000 (org.apache.kafka.clients.consumer.internals.ConsumerCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,246] INFO Setting newly assigned partitions [android_empatica_e4_blood_volume_pulse-1, android_empatica_e4_sensor_status-1, android_empatica_e4_acceleration-1, android_empatica_e4_electrodermal_activity-1, android_empatica_e4_temperature-1, android_empatica_e4_battery_level-1, android_empatica_e4_inter_beat_interval-1] for group connect-radar-hdfs-sink-android-15000 (org.apache.kafka.clients.consumer.internals.ConsumerCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,247] INFO Successfully joined group connect-radar-hdfs-sink-android-15000 with generation 2 (org.apache.kafka.clients.consumer.internals.AbstractCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,247] INFO Setting newly assigned partitions [] for group connect-radar-hdfs-sink-android-15000 (org.apache.kafka.clients.consumer.internals.ConsumerCoordinator)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,379] INFO Started recovery for topic partition android_empatica_e4_blood_volume_pulse-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,379] INFO Started recovery for topic partition android_empatica_e4_sensor_status-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,383] INFO Started recovery for topic partition android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,422] INFO Finished recovery for topic partition android_empatica_e4_sensor_status-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,422] INFO Started recovery for topic partition android_empatica_e4_blood_volume_pulse-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,478] INFO Finished recovery for topic partition android_empatica_e4_blood_volume_pulse-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,478] INFO Started recovery for topic partition android_empatica_e4_acceleration-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,481] INFO Finished recovery for topic partition android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,481] INFO Started recovery for topic partition android_empatica_e4_sensor_status-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,493] INFO Finished recovery for topic partition android_empatica_e4_sensor_status-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,494] INFO Started recovery for topic partition android_empatica_e4_acceleration-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,499] INFO Finished recovery for topic partition android_empatica_e4_blood_volume_pulse-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,499] INFO Started recovery for topic partition android_empatica_e4_sensor_status-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,506] INFO Finished recovery for topic partition android_empatica_e4_acceleration-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,506] INFO Started recovery for topic partition android_empatica_e4_electrodermal_activity-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,511] INFO Finished recovery for topic partition android_empatica_e4_electrodermal_activity-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,512] INFO Started recovery for topic partition android_empatica_e4_temperature-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,514] INFO Finished recovery for topic partition android_empatica_e4_sensor_status-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,514] INFO Started recovery for topic partition android_empatica_e4_temperature-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,522] INFO Finished recovery for topic partition android_empatica_e4_acceleration-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,522] INFO Started recovery for topic partition android_empatica_e4_electrodermal_activity-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,531] INFO Finished recovery for topic partition android_empatica_e4_electrodermal_activity-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,531] INFO Started recovery for topic partition android_empatica_e4_temperature-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,534] INFO Finished recovery for topic partition android_empatica_e4_temperature-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,535] INFO Started recovery for topic partition android_empatica_e4_acceleration-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,578] INFO Finished recovery for topic partition android_empatica_e4_temperature-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,578] INFO Started recovery for topic partition android_empatica_e4_battery_level-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,584] INFO Finished recovery for topic partition android_empatica_e4_battery_level-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,590] INFO Finished recovery for topic partition android_empatica_e4_temperature-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,590] INFO Started recovery for topic partition android_empatica_e4_inter_beat_interval-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,605] INFO Started recovery for topic partition android_empatica_e4_inter_beat_interval-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,617] INFO Finished recovery for topic partition android_empatica_e4_inter_beat_interval-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,618] INFO Started recovery for topic partition android_empatica_e4_battery_level-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,618] INFO Finished recovery for topic partition android_empatica_e4_inter_beat_interval-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,619] INFO Finished recovery for topic partition android_empatica_e4_acceleration-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,620] INFO Started recovery for topic partition android_empatica_e4_electrodermal_activity-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,630] INFO Finished recovery for topic partition android_empatica_e4_battery_level-2 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,631] INFO Finished recovery for topic partition android_empatica_e4_electrodermal_activity-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,631] INFO Started recovery for topic partition android_empatica_e4_inter_beat_interval-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,637] INFO Finished recovery for topic partition android_empatica_e4_inter_beat_interval-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,637] INFO Started recovery for topic partition android_empatica_e4_battery_level-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,655] INFO Finished recovery for topic partition android_empatica_e4_battery_level-0 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,656] INFO Fetch offset 750 is out of range for partition android_empatica_e4_blood_volume_pulse-1, resetting offset (org.apache.kafka.clients.consumer.internals.Fetcher)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:57:57,657] INFO Fetch offset 1500 is out of range for partition android_empatica_e4_acceleration-1, resetting offset (org.apache.kafka.clients.consumer.internals.Fetcher)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:58:02,719] INFO Reflections took 10944 ms to scan 265 urls, producing 12685 keys and 83874 values  (org.reflections.Reflections)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:58:54,500] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:58:54,755] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:58:54,834] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:59:54,502] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:59:54,754] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 14:59:54,833] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:00:54,498] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:00:54,754] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:00:54,842] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:05,405] INFO Ignoring stale out-of-order record in android_empatica_e4_blood_volume_pulse-1. Has offset 0 instead of expected offset 750 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:05,480] INFO Ignoring stale out-of-order record in android_empatica_e4_acceleration-1. Has offset 0 instead of expected offset 1500 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:39,269] INFO Recovered from stale out-of-order records in android_empatica_e4_blood_volume_pulse-1 with offset 750 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:41,745] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=750} and end offsets {partition=1=899} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:42,201] INFO Successfully acquired lease for hdfs://hdfs-namenode:8020/logs/android_empatica_e4_blood_volume_pulse/1/log (io.confluent.connect.hdfs.wal.FSWAL)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:42,290] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000000750+0000000899.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:44,693] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=900} and end offsets {partition=1=1049} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:44,748] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000000900+0000001049.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:47,097] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=1050} and end offsets {partition=1=1199} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:47,148] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000001050+0000001199.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:49,551] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=1200} and end offsets {partition=1=1349} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:49,599] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000001200+0000001349.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:52,061] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=1350} and end offsets {partition=1=1499} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:52,103] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000001350+0000001499.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:54,500] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:54,545] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=1500} and end offsets {partition=1=1649} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:54,834] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:54,986] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000001500+0000001649.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:54,986] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:57,041] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=1650} and end offsets {partition=1=1799} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:57,084] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000001650+0000001799.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:59,815] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=1800} and end offsets {partition=1=1949} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:01:59,857] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000001800+0000001949.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:02:02,394] INFO Starting commit and rotation for topic partition android_empatica_e4_blood_volume_pulse-1 with start offsets {partition=1=1950} and end offsets {partition=1=2099} (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:02:02,449] INFO Committed hdfs://hdfs-namenode:8020/topicAndroidNew/android_empatica_e4_blood_volume_pulse/partition=1/android_empatica_e4_blood_volume_pulse+1+0000001950+0000002099.avro for android_empatica_e4_blood_volume_pulse-1 (io.confluent.connect.hdfs.TopicPartitionWriter)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:02:54,499] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:02:54,754] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:02:54,833] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:03:54,498] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:03:54,756] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:03:54,834] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:04:54,498] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:04:54,754] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:04:54,833] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:05:54,500] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:05:54,754] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:05:54,835] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:06:54,500] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:06:54,754] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:06:54,834] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:07:54,498] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:07:54,755] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:07:54,833] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:08:54,499] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:08:54,755] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:08:54,834] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:09:54,499] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:09:54,755] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:09:54,835] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:10:54,498] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:10:54,755] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:10:54,834] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:11:54,498] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:11:54,754] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:11:54,833] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:12:54,498] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:12:54,755] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:12:54,835] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:13:54,499] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:13:54,756] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-1} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:13:54,833] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-2} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
[36mradar-hdfs-connector_1     |[0m [2017-02-06 15:14:54,499] INFO WorkerSinkTask{id=radar-hdfs-sink-android-15000-0} Committing offsets (org.apache.kafka.connect.runtime.WorkerSinkTask)
